pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraformability_score,st_activity,pl_atmos,pl_surf_temp,pl_escape_vel,pl_radiation_flux,ESI,pl_water_probability
HD 219415 b,13.8,317.83,2093.3,912.5307146,4820,1,2.9,-0.04,0,-0.301267759,1.668924596,-0.131849762,42.75884857,75.46298392,0.795,0.999998763,1003.783673,53.749685,0.024887791,0.001673501,0
HD 34445 d,6.07,30.7,117.87,912.5307146,5836,1.07,1.38,0.14,0,0.698091387,0.833222508,-0.18004162,43.22431844,56.44883677,0.541,0.278210383,937.9182666,25.18795246,0.082446768,0.005122282,0
HD 3651 b,10.1,72.46524,62.25,912.5307146,5221,0.8,0.87,0.145,0,0.725851363,0.710373885,-0.187125847,42.82826661,63.24474071,0.69475,0.74408336,980.4306067,30.00006552,0.032125524,0.003002115,0
HD 37124 b,14,214.53525,154.378,912.5307146,5698.64,0.85,0.95,-0.44,0,-2.522065861,1.094567602,-0.164970812,42.79633317,72.52345262,0.57534,0.999754002,1003.761338,43.84331009,0.029673243,0.001864901,0
HD 37124 c,14.1,207.22516,885.5,912.5307146,5698.64,0.85,0.95,-0.44,0,-2.522065861,1.04232765,-0.167983298,42.64666171,72.03636481,0.57534,0.999639899,1003.750926,42.93680336,0.009260396,0.001879658,0
HD 37124 d,14,221.20968,1862,912.5307146,5698.64,0.85,0.95,-0.44,0,-2.522065861,1.128620816,-0.163007089,42.61973772,72.6500479,0.57534,0.999825582,1003.76787,44.52009358,0.005642031,0.001848964,0
HD 216770 b,14.1,181.1631,118.45,912.5307146,5399,0.74,0.93,0.27,0,1.41985077,0.911237362,-0.175542791,42.78023529,70.68997402,0.65025,0.998602055,1003.656219,40.14609779,0.027337094,0.001951399,0
HD 38801 b,12.5,3082.31534,685.25,912.5307146,5338,1.21,2.03,0.25,0,1.308810865,19.72681818,0.909482378,42.84952753,97.32983614,0.6655,1,1003.783786,175.8739631,0.038621592,0.000840968,0
HD 93351 c,12.3,4154.01728,14010.2941,912.5307146,5408,0.94,0.91,-0.23,0,-1.356146858,27.45731562,1.355271661,42.57311204,98.50391146,0.648,1,1003.783786,205.8257072,0.001093506,0.000764409,0
HD 81817 b,12,7668.5638,1021.20159,912.5307146,4140,4.3,83.8,-0.17,0,-1.023027142,53.25391528,2.842866446,0.562318809,68.87003959,0.965,1,1003.783786,283.1290405,18.2517676,0.000625674,0
GJ 2030 b,2.03,4.76743,2.38129,912.5307146,5485,0.96,2.24,-0.4,0,-2.299986051,1.156890485,-0.161376881,40.60840048,47.08447786,0.62875,0.102437103,921.878415,17.16374945,2.284989571,0.010638061,0
HD 4203 c,13.3,689.66,6700,912.5307146,5582,0.99,1.5,0.34,0,1.808490438,3.898807168,-0.003260656,42.61256734,84.47198662,0.6045,1,1003.783786,80.6509934,0.005514615,0.001338994,0
HD 43691 b,13.2,810.4665,36.9987,912.5307146,6093,1.32,1.6,0.33,0,1.752970486,4.651437672,0.04014077,44.67447504,87.49428704,0.47675,1,1003.783786,87.76039944,0.285099782,0.001276003,0
HD 47186 c,13,111.42,1353.6,912.5307146,5657,0.96,1.08,0.23,0,1.19777096,0.659289941,-0.19007167,42.6482537,67.21720606,0.58575,0.953536654,999.5438631,32.78898126,0.008758341,0.002311066,0
HD 41004 A b,13.2,807.25,963,912.5307146,5310,0.95,0.85,0.23,0,1.19777096,4.632977502,0.03907624,42.61012981,86.0422914,0.6725,1,1003.783786,87.58607887,0.005284715,0.001277578,0
HD 42012 b,13.5,508.528,857.5,912.5307146,5405,0.83,0.82,-0.09,0,-0.578867522,2.790277092,-0.067185498,42.61548921,80.94990323,0.64875,1,1003.783786,68.73984899,0.005704413,0.00146408,0
HD 13908 c,12.8,1630.4,931,912.5307146,6255,1.29,1.67,0.01,0,-0.023667996,9.951171875,0.3457569,42.86323509,93.41881403,0.43625,1,1003.783786,126.4037974,0.040172815,0.00102969,0
HD 50499 c,13.2,931.2419,8619.9,912.5307146,6099,1.31,1.42,0.38,0,2.030570248,5.34459309,0.080112487,42.61436214,87.95509527,0.47525,1,1003.783786,94.07241889,0.00595433,0.001221953,0
HD 65216 b,13.6,411.58985,577.6,912.5307146,5612,0.87,0.88,-0.168,0,-1.011923152,2.225291144,-0.099766155,42.64767625,78.84929664,0.597,0.999999991,1003.783785,61.61421173,0.009936674,0.001556849,0
HD 51608 c,3.87,14.31,95.9446,912.5307146,5358,0.8,0.92,-0.07,0,-0.467827617,0.955471426,-0.172991976,42.86311902,52.02354558,0.6605,0.146780141,925.9248534,21.53685862,0.029862717,0.007206269,0
HD 52265 b,13.7,384.5743,119.27,405,6136,1.2,1.32,0.21,-1.271930234,1.086731055,2.048986627,-0.109932986,48.18423985,78.93544332,0.466,0.999999995,445.4999998,59.34004457,0.091458689,0.037300067,0.453125001
HD 5319 b,13.5,494.54348,637.1,912.5307146,4871,1.27,4.06,0.15,0,0.75361134,2.713544472,-0.071610386,43.4005268,80.73753871,0.78225,1,1003.783786,67.78808708,0.11244566,0.001476407,0
HD 5583 b,12.8,1837.0574,139.35,912.5307146,4830,1.01,9.09,-0.5,0,-2.855185577,11.21250854,0.418493535,46.26133749,94.65812862,0.7925,1,1003.783786,134.1758641,1.501071885,0.000990839,0
HD 8326 b,9.58,66.6,158.991,912.5307146,4914,0.8,0.78,0.04,0,0.142891861,0.725676754,-0.186243387,42.67430314,61.788918,0.7715,0.68206547,974.7712837,29.5306076,0.01084521,0.003188783,0
HD 59686 A b,12.7,2199.3836,299.36,912.5307146,4658,1.9,13.2,0.15,0,0.75361134,13.63620559,0.558259207,45.19267978,95.6367251,0.8355,1,1003.783786,147.3895366,1.644522434,0.000936173,0
HD 63454 b,12.31,79.4575,2.81805,912.5307146,4812,0.42,0.77,0.1,0,0.476011577,0.524347004,-0.197853332,43.64089261,63.38765065,0.797,0.79259784,984.8577019,28.45485943,0.14295784,0.002726827,0
HD 50499 b,13.5,519.96988,2447.1,912.5307146,6102,1.25,1.35,0.26,0,1.364330818,2.853058326,-0.063565136,42.66511304,81.74286458,0.4745,1,1003.783786,69.5088706,0.01248375,0.001454301,0
HD 51608 b,3.62,12.77,14.0726,912.5307146,5358,0.8,0.92,-0.07,0,-0.467827617,0.974481853,-0.171895715,43.43754735,52.24511445,0.6605,0.13807416,925.1304058,21.03580741,0.107372594,0.007534102,0
HD 564 b,12.5,104.88,492.3,912.5307146,5902,0.96,1.01,-0.2,0,-1.189587,0.671232,-0.189383016,42.71563631,67.21892291,0.5245,0.937634428,998.0927361,32.44212965,0.01781187,0.002387561,0
HD 109271 c,5.27,24.154,30.93,912.5307146,5783,1.05,1.29,0.1,0,0.476011577,0.869696719,-0.177938287,43.87392937,55.69940691,0.55425,0.21885287,932.5017112,23.97768476,0.169471013,0.005757108,0
HD 114386 b,13.7,362.3262,937.70001,912.5307146,4836,0.6,0.76,-0.05,0,-0.356787712,1.93045021,-0.116768544,42.59717447,76.75713356,0.791,0.999999877,1003.783775,57.59802722,0.0029586,0.001613633,0
